Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
2009,9,0.098,,-0.005,0.007,-0.018,
2009,10,-0.047,,-0.005,0.007,-0.018,
2009,11,0.145,,-0.005,0.007,-0.018,
2009,12,-0.123,,-0.005,0.007,-0.018,
2010,1,0.158,,-0.005,0.007,-0.018,
2010,2,0.119,,-0.005,0.007,-0.018,
2010,3,0.165,,-0.006,0.007,-0.019,
2010,4,0.067,,-0.006,0.007,-0.019,
2010,5,-0.031,,-0.006,0.007,-0.019,
2010,6,-0.002,,-0.006,0.007,-0.019,
2010,7,-0.055,,-0.006,0.007,-0.019,
2010,8,-0.099,,-0.006,0.007,-0.019,
2010,9,-0.092,,-0.006,0.007,-0.019,
2010,10,0.055,,-0.006,0.007,-0.019,
2010,11,0.004,,-0.006,0.007,-0.019,
2010,12,0.036,,-0.006,0.007,-0.020,
2011,1,-0.092,,-0.006,0.007,-0.020,
2011,2,-0.152,,-0.006,0.007,-0.020,
2011,3,-0.024,,-0.006,0.007,-0.020,
2011,4,-0.021,,-0.006,0.007,-0.020,
2011,5,-0.032,,-0.006,0.007,-0.020,
2011,6,-0.082,,-0.006,0.007,-0.020,
2011,7,-0.005,,-0.006,0.007,-0.020,
2011,8,0.039,,-0.007,0.007,-0.021,
2011,9,0.085,,-0.007,0.007,-0.021,
2011,10,0.007,,-0.007,0.007,-0.021,
2011,11,-0.034,,-0.007,0.007,-0.021,
2011,12,-0.094,,-0.007,0.007,-0.021,
2012,1,0.023,,-0.007,0.007,-0.021,
2012,2,0.040,,-0.007,0.007,-0.021,
2012,3,0.041,,-0.007,0.007,-0.021,
2012,4,0.033,,-0.007,0.007,-0.022,
2012,5,0.078,,-0.007,0.007,-0.022,
2012,6,0.031,,-0.007,0.007,-0.022,
2012,7,-0.005,,-0.007,0.007,-0.022,
2012,8,-0.043,,-0.007,0.007,-0.022,
2012,9,0.030,,-0.007,0.008,-0.022,
2012,10,-0.170,,-0.007,0.008,-0.022,
2012,11,0.005,,-0.007,0.008,-0.022,
2012,12,0.022,,-0.007,0.008,-0.023,
2013,1,-0.077,,-0.008,0.008,-0.023,
2013,2,-0.024,,-0.008,0.008,-0.023,
2013,3,-0.139,,-0.008,0.008,-0.023,
2013,4,-0.125,,-0.008,0.008,-0.023,
2013,5,-0.072,,-0.008,0.008,-0.023,
2013,6,-0.072,,-0.008,0.008,-0.023,
2013,7,-0.074,,-0.008,0.008,-0.023,
2013,8,-0.015,,-0.008,0.008,-0.024,
2013,9,0.105,,-0.008,0.008,-0.024,
2013,10,-0.089,,-0.008,0.008,-0.024,
2013,11,-0.137,,-0.008,0.008,-0.024,
2013,12,-0.214,,-0.008,0.008,-0.024,
2014,1,-0.047,,-0.008,0.008,-0.024,
2014,2,-0.079,,-0.008,0.008,-0.024,
2014,3,-0.040,,-0.008,0.008,-0.024,
2014,4,0.002,,-0.008,0.008,-0.025,
2014,5,-0.016,,-0.008,0.008,-0.025,
2014,6,0.024,,-0.009,0.008,-0.025,
2014,7,0.044,,-0.009,0.008,-0.025,
2014,8,0.065,,-0.009,0.008,-0.025,
2014,9,0.038,,-0.009,0.008,-0.025,
2014,10,0.120,,-0.009,0.008,-0.025,
2014,11,-0.025,,-0.009,0.008,-0.026,
2014,12,0.098,,-0.009,0.008,-0.026,
2015,1,0.027,,-0.009,0.008,-0.026,
2015,2,-0.013,,-0.009,0.008,-0.026,
2015,3,-0.017,,-0.009,0.008,-0.026,
2015,4,0.104,,-0.009,0.008,-0.026,
2015,5,-0.067,,-0.009,0.008,-0.026,
2015,6,0.003,,-0.009,0.008,-0.026,
2015,7,0.058,,-0.009,0.008,-0.027,
2015,8,0.015,,-0.009,0.008,-0.027,
2015,9,0.050,,-0.009,0.008,-0.027,
2015,10,0.044,,-0.009,0.008,-0.027,
2015,11,-0.024,,-0.010,0.008,-0.027,
2015,12,0.136,,-0.010,0.008,-0.027,
2016,1,0.212,,-0.010,0.008,-0.027,
2016,2,0.152,,-0.010,0.008,-0.028,
2016,3,0.146,,-0.010,0.008,-0.028,
2016,4,0.042,,-0.010,0.008,-0.028,
2016,5,-0.051,,-0.010,0.008,-0.028,
2016,6,0.026,,-0.010,0.008,-0.028,
2016,7,0.023,,-0.010,0.008,-0.028,
2016,8,-0.042,,-0.010,0.008,-0.028,
2016,9,-0.021,,-0.010,0.008,-0.028,
2016,10,-0.052,,-0.010,0.008,-0.029,
2016,11,0.155,,-0.010,0.008,-0.029,
2016,12,-0.095,,-0.010,0.008,-0.029,
2017,1,-0.106,,-0.010,0.008,-0.029,
2017,2,-0.079,,-0.010,0.008,-0.029,
2017,3,-0.048,,-0.010,0.008,-0.029,
2017,4,-0.012,,-0.011,0.008,-0.029,
2017,5,-0.024,,-0.011,0.008,-0.030,
2017,6,-0.000,,-0.011,0.008,-0.030,
2017,7,-0.036,,-0.011,0.008,-0.030,
2017,8,0.039,,-0.011,0.008,-0.030,
2017,9,0.010,,-0.011,0.008,-0.030,
2017,10,-0.098,,-0.011,0.008,-0.030,
2017,11,-0.087,,-0.011,0.009,-0.030,
2017,12,-0.090,,-0.011,0.009,-0.031,
2018,1,0.064,,-0.011,0.009,-0.031,
2018,2,-0.219,,-0.011,0.009,-0.031,
2018,3,-0.162,,-0.011,0.009,-0.031,
2018,4,-0.053,,-0.011,0.009,-0.031,
2018,5,-0.013,,-0.011,0.009,-0.031,
2018,6,-0.013,,-0.011,0.009,-0.031,
2018,7,-0.085,,-0.011,0.009,-0.032,
2018,8,-0.033,,-0.011,0.009,-0.032,
2018,9,-0.172,,-0.012,0.009,-0.032,
2018,10,-0.018,,-0.012,0.009,-0.032,
2018,11,0.023,,-0.012,0.009,-0.032,
2018,12,0.114,,-0.012,0.009,-0.032,
2019,1,-0.019,,-0.012,0.009,-0.032,
2019,2,-0.240,,-0.012,0.009,-0.033,
2019,3,-0.102,,-0.012,0.009,-0.033,
2019,4,0.029,,-0.012,0.009,-0.033,
2019,5,-0.081,,-0.012,0.009,-0.033,
2019,6,-0.091,,-0.012,0.009,-0.033,
2019,7,-0.020,,-0.012,0.009,-0.033,
2019,8,-0.100,,-0.012,0.009,-0.033,
2019,9,-0.056,,-0.012,0.009,-0.034,
2019,10,-0.115,,-0.012,0.009,-0.034,
2019,11,-0.094,,-0.012,0.009,-0.034,
2019,12,0.135,,-0.012,0.009,-0.034,
